Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto_Cajetines;Longitud;Latitud
442413,3200000000;4472599,4200000000;30-10-2008;03  RETIRO;03-01 PACÍFICO;TELLEZ, CALLE, DE;27;CargayDescarga;Batería;4;20,69;LAB.DE 8 A 14 H Y DE 16,30 A 19 H EXCEPTO CARGA Y DESCARGA;-3.6786293180;40.4020144730
442217,4500000000;4472642,0000000000;13-08-1997;03  RETIRO;03-01 PACÍFICO;TELLEZ, TRAVESIA, DE;6;CargayDescarga;Batería;3;7,9;LABORABLES DE 9 A 14 H YDE 16,30 A 20H. EXCEPTO CARGA Y DESCARGA LIMITACIÓN DE LONGUITUDDE VEHÍCULOS DE 5,50 MTS;-3.6809412600;40.4023841460
442353,6500000000;4473054,1400000000;09-02-2005;03  RETIRO;03-01 PACÍFICO;VALDERRIBAS, CALLE, DE;4;CargayDescarga;Batería;6;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6793737050;40.4061060800
442458,4800000000;4472995,6000000000;19-02-2003;03  RETIRO;03-01 PACÍFICO;VALDERRIBAS, CALLE, DE;12;CargayDescarga;Batería;6;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6781329650;40.4055858340
442573,1900000000;4472939,4900000000;01-01-1900;03  RETIRO;03-01 PACÍFICO;VALDERRIBAS, CALLE, DE;31;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6767761430;40.4050886210
442687,6900000000;4472854,2500000000;09-01-2004;03  RETIRO;03-01 PACÍFICO;VALDERRIBAS, CALLE, DE;30;CargayDescarga;Batería;27;67;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6754192650;40.4043285930
442536,6100000000;4472960,0700000000;17-04-2015;03  RETIRO;03-01 PACÍFICO;VALDERRIBAS, CALLE, DE;29;CargayDescarga;Línea;2;15;LABORABLES DE 8 A 14H Y DE 16.30 A 19 H. EXCEPTO CARGA Y DESCARGA EN LÍNEA ;-3.6772091850;40.4052711660
442560,3100000000;4472662,9000000000;15-11-1995;03  RETIRO;03-01 PACÍFICO;VIGO, CALLE, DE;1;CargayDescarga;Línea;2;9,9;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.6769030540;40.4025958540
442891,4900000000;4472575,0000000000;10-02-2021;03  RETIRO;03-02 ADELFAS;ANDALUCIA, CALLE, DE;11;CargayDescarga;Línea;2;12;LUNES A VIERNES DE 8:30 A 15:00 EXCEPTO CARGA Y DESCARGA;-3.6729925590;40.4018274030
443230,3800000000;4472362,1800000000;03-08-2007;03  RETIRO;03-02 ADELFAS;ARREGUI Y ARUEJ, CALLE, DE;13;CargayDescarga;Línea;2;10,3;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6689802500;40.3999326310
442927,5500000000;4472407,8200000000;29-11-2004;03  RETIRO;03-02 ADELFAS;CATALINA SUAREZ, CALLE, DE;2;CargayDescarga;Línea;3;14;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6725526420;40.4003231590
443031,8100000000;4472569,2900000000;10-11-2014;03  RETIRO;03-02 ADELFAS;CATALINA SUAREZ, CALLE, DE;26;CargayDescarga;Línea;2;12;LABORABLES DE 8:00 A 19:00 H. EXCEPTO CARGA Y DESCARGA.;-3.6713385450;40.4017855200
443124,5000000000;4472195,1700000000;19-01-2011;03  RETIRO;03-02 ADELFAS;CERRO NEGRO, CALLE, DEL;2;CargayDescarga;Línea;3;15;LABORABLES DE 8 A14 H  Y DE 16.30 A 19 H,  EXCEOTO CARGA Y DESCARGA EN LÍNEA';-3.6702129690;40.3984207680
443037,2700000000;4472916,4100000000;03-10-2005;03  RETIRO;03-02 ADELFAS;DOCTOR ESQUERDO, CALLE, DEL;183;CargayDescarga;Línea;4;20;DIAS LABORABLES DE 8 A 14 H.EXCEPTO CARGA Y DESCARGA;-3.6713052560;40.4049127810
442806,8100000000;4472586,7000000000;24-10-2019;03  RETIRO;03-02 ADELFAS;DOCTOR ESQUERDO, CALLE, DEL;213;CargayDescarga;Línea;3;13;DE LUNES A SÁBADOS DE 8 A  14:30 H EXCEPTO CARGA Y DESCARGA;-3.6739914540;40.4019269830
442970,5600000000;4472218,6900000000;15-03-2002;03  RETIRO;03-02 ADELFAS;GANDIA, CALLE, DE;1;CargayDescarga;Línea;2;10,05;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGAEN LINEA;-3.6720289020;40.3986221620
443029,5500000000;4472160,0500000000;15-03-2002;03  RETIRO;03-02 ADELFAS;GANDIA, CALLE, DE;6;CargayDescarga;Batería;7;17,4;LAB.DE 8 A 14 H. Y DE 16,30 AA 19 H. EXCEPTO CARGA Y DESCARGA;-3.6713285750;40.3980979060
443043,3300000000;4472342,0400000000;01-01-1900;03  RETIRO;03-02 ADELFAS;LUIS MITJANS, CALLE, DE;Fte 1;CargayDescarga;Línea;3;13,2;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6711824710;40.3997390290
443122,4900000000;4472821,8600000000;19-11-1998;03  RETIRO;03-02 ADELFAS;PAJARITOS, CALLE, DE LOS;20;CargayDescarga;Línea;3;17,4;LAB.DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6702925530;40.4040670370
443012,2100000000;4472665,7400000000;31-03-2021;03  RETIRO;03-02 ADELFAS;PAJARITOS, CALLE, DE LOS;6;CargayDescarga;Línea;1;7;EXCEPTO CARGA Y DESCARGA SIN HORARIO;-3.6715781560;40.4026529200
442930,8600000000;4472210,1400000000;12-06-2003;03  RETIRO;03-02 ADELFAS;SECO, CALLE, DE;12;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. YDE 16,30 A19 H. EXCEPTOCARGA Y DESCARGA;-3.6724959190;40.3985430370
442964,6700000000;4472236,2700000000;10-03-2005;03  RETIRO;03-02 ADELFAS;SECO, CALLE, DE;3;CargayDescarga;Línea;3;14,81;LAB.DE 8 A 14 H. Y DE 16,30 AA 19 H. EXCEPTO CARGA Y DESCARGA;-3.6720999480;40.3987808140
442984,2300000000;4472287,1500000000;30-03-2017;03  RETIRO;03-02 ADELFAS;SECO, CALLE, DE;2;CargayDescarga;Línea;2;15;LABORABLES DE 8:00 A 17:00 H EXCEPTO CARGA Y DESCARGA LUNES LABORABLES DE 14:00 A 15:30 H EXCEPTO SERVICIO PUNTO LIMPIO;-3.6718740310;40.3992399250
443433,0200000000;4474319,3000000000;07-06-2005;03  RETIRO;03-03 ESTRELLA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;80;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H Y 16,30 A 19 CARGA Y DESCARGA;-3.6667663420;40.4175778410
443315,8400000000;4473609,4000000000;01-01-1900;03  RETIRO;03-03 ESTRELLA;ASTROS, CALLE, DE LOS;S/N;CargayDescarga;Línea;3;13,31;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6680842590;40.4111742350
443246,3800000000;4474499,2500000000;23-02-2004;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;69;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6689823130;40.4191856750
443154,7300000000;4473222,5500000000;22-06-2004;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;167;CargayDescarga;Línea;3;20,3;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6699484350;40.4076783330
443164,0400000000;4473351,8000000000;08-07-2019;03  RETIRO;03-03 ESTRELLA;DOCTOR ESQUERDO, CALLE, DEL;159;CargayDescarga;Línea;1;7;LABORABLES DE LUNES A SÁBADO DE 08:00 A 14:30 H  EXCEPTO CARGA Y DESCARGA;-3.6698502870;40.4088439010
443187,7400000000;4473447,3200000000;06-02-2003;03  RETIRO;03-03 ESTRELLA;ESTRELLA POLAR, CALLE, DE LA;0;CargayDescarga;Línea;4;19,2;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6695794500;40.4097056300
443236,3500000000;4473443,9200000000;28-04-2004;03  RETIRO;03-03 ESTRELLA;ESTRELLA POLAR, CALLE, DE LA;S/N;CargayDescarga;Línea;2;11,36;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6690063200;40.4096782420
443389,6800000000;4473553,7400000000;23-12-2015;03  RETIRO;03-03 ESTRELLA;ESTRELLA POLAR, CALLE, DE LA;5;CargayDescarga;Línea;3;9;DE LUNES A VIERNES DE 8:00 A 17:00 H SÁBADOS DE 9:00 A 14:00 H EXCEPTO CARGA Y DESCARGA EN LÍNEA;-3.6672091230;40.4106775380
443668,4100000000;4474392,4700000000;01-04-2017;03  RETIRO;03-03 ESTRELLA;MARQUES DE LOZOYA, CALLE, DEL;44;CargayDescarga;Línea;1;10,9;LABORABLES DE LUNES A VIERNES DE 8 A 19 H. Y SÁBADOS DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA EN LÍNEA.;-3.6639984970;40.4182530710
443293,0700000000;4473172,8400000000;28-11-2016;03  RETIRO;03-03 ESTRELLA;PERSEO, CALLE, DE;4;CargayDescarga;Línea;2;12;LAB. DE 8 A 17 H EXCEPTO CARGA Y DESCARGA;-3.6683137290;40.4072400780
442594,3900000000;4474270,5500000000;11-12-2008;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;11;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6766464830;40.4170810290
443036,8400000000;4474332,9800000000;01-01-1900;03  RETIRO;03-04 IBIZA;ANTONIO ARIAS, CALLE, DE;3;CargayDescarga;Línea;2;11;LAB. DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6714371510;40.4176736970
443022,4200000000;4474248,6700000000;26-09-2000;03  RETIRO;03-04 IBIZA;ANTONIO ARIAS, CALLE, DE;14;CargayDescarga;Línea;3;14,6;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6715995840;40.4169136110
442582,3900000000;4474116,6500000000;17-04-2008;03  RETIRO;03-04 IBIZA;DOCE DE OCTUBRE, CALLE, DEL;7;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6767740230;40.4156936690
442671,8300000000;4474637,2000000000;11-12-2008;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;27;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6757668210;40.4203895160
442532,1900000000;4474647,3400000000;28-11-2001;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;17;CargayDescarga;Línea;3;12,35;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6774136160;40.4204705900
442374,6600000000;4474658,9500000000;17-11-2000;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;1;CargayDescarga;Línea;2;12;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6792714890;40.4205643260
442796,4100000000;4474627,9900000000;14-03-2003;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;39;CargayDescarga;Línea;2;8;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6742974710;40.4203149750
442758,3900000000;4474630,7600000000;28-06-1999;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;35;CargayDescarga;Línea;3;17,6;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6747459250;40.4203370910
442496,3900000000;4474649,7000000000;28-11-2001;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;15;CargayDescarga;Línea;2;12,4;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6778358860;40.4204899560
443203,5800000000;4474325,9300000000;27-08-2001;03  RETIRO;03-04 IBIZA;DOCTOR ESQUERDO, CALLE, DEL;48;CargayDescarga;Línea;7;35,3;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6694712750;40.4176211560
442792,0300000000;4474727,9200000000;18-01-1999;03  RETIRO;03-04 IBIZA;FERNAN GONZALEZ, CALLE, DE;35;CargayDescarga;Línea;3;15,5;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6743582040;40.4212146330
442538,8300000000;4474396,4400000000;08-04-2016;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;10;CargayDescarga;Línea;7;40,45;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6773127180;40.4182114170
442667,8900000000;4474386,1200000000;08-04-2016;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;22;CargayDescarga;Línea;3;15;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6757905990;40.4181271930
442711,3900000000;4474383,6600000000;08-04-2016;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;28;CargayDescarga;Línea;2;10,87;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6752775720;40.4181082850
443052,8100000000;4474359,3500000000;08-04-2016;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;60;CargayDescarga;Línea;2;12;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6712513410;40.4179119900
442539,7700000000;4474421,7500000000;14-09-2017;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;11;CargayDescarga;Línea;3;19;LAB. DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6773038380;40.4184392830
442503,6300000000;4474562,4800000000;10-03-2005;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;44;CargayDescarga;Línea;3;16;LAB. DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6777426090;40.4197041440
442508,7600000000;4474625,4200000000;13-07-2004;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;36;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6776878340;40.4202714300
442496,1500000000;4474371,0600000000;06-09-2011;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;53;CargayDescarga;Línea;3;14;LAB. DE 7 A 20 H EXCEPTO CARGA Y DESCARGA EN LINEA;-3.6778134260;40.4179792550
442894,1100000000;4474620,8600000000;04-10-2000;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;24;CargayDescarga;Línea;2;11,6;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6731453670;40.4202572780
442881,9600000000;4474259,9700000000;17-09-2004;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;60;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6732561200;40.4170055700
442893,7800000000;4474413,4100000000;21-08-2015;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;40;CargayDescarga;Línea;3;18;LABORABLES DE 09:00 A 19:00 H SÁBADOS DE 09:00 A 15:00 H EXCEPTO CARGA Y DESCARGA;-3.6731304700;40.4183882890
442663,1700000000;4474525,6600000000;11-12-2008;03  RETIRO;03-04 IBIZA;MENORCA, CALLE, DE;26;CargayDescarga;Línea;3;15,96;LAB. DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6758588380;40.4193834030
442794,2400000000;4474525,3800000000;10-06-2003;03  RETIRO;03-04 IBIZA;MENORCA, CALLE, DE;39;CargayDescarga;Batería;6;16;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6743138570;40.4193900490
442754,8200000000;4474519,1700000000;14-03-2003;03  RETIRO;03-04 IBIZA;MENORCA, CALLE, DE;34;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6747778960;40.4193314350
442882,6000000000;4474510,2700000000;10-10-2000;03  RETIRO;03-04 IBIZA;MENORCA, CALLE, DE;44;CargayDescarga;Línea;4;20,3;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6732710740;40.4192601020
442404,5400000000;4474552,0400000000;20-02-2015;03  RETIRO;03-04 IBIZA;MENORCA, CALLE, DE;1;CargayDescarga;Batería;2;15,97;LAB. DE 8 A 17 HEXCEPTO CARGA Y DESCARGA;-3.6789095520;40.4196038770
442632,3500000000;4474568,3200000000;29-11-2010;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;48;CargayDescarga;Línea;5;25;LAB. DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6762258750;40.4197659090
442618,7000000000;4474366,3000000000;11-12-2008;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;66;CargayDescarga;Línea;4;20;LAB.DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6763685980;40.4179451070
442614,1000000000;4474289,2900000000;11-12-2008;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;74;CargayDescarga;Línea;3;14,86;LAB.DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6764158100;40.4172513690
442620,8100000000;4474147,2000000000;11-12-2008;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;71;CargayDescarga;Línea;3;17,2;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6763239650;40.4159718400
442604,8300000000;4474147,8100000000;11-12-2008;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;86;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6765123540;40.4159763660
442766,4100000000;4474748,9900000000;07-10-2013;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;34;CargayDescarga;Línea;2;15;LAB. DE 8 A 14 H. Y DE 16,30 A 21 H. EXCEPTO CARGA Y DESCARGA;-3.6746620440;40.4214032510
442374,3300000000;4474777,3700000000;09-11-2018;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;6;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.  EXCEPTO CARGA Y DESCARGA;-3.6792861000;40.4216315170
442577,7400000000;4474763,2100000000;09-11-2018;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;20;CargayDescarga;Línea;2;12,2;LAB. DE LUNES A SÁBADOS DE 08:00 A 17:00 H EXCEPTO CARGA Y DESCARGA;-3.6768871250;40.4215175560
441477,3700000000;4474015,3800000000;01-01-1900;03  RETIRO;03-05 JERÓNIMOS;ACADEMIA, CALLE, DE LA;6;CargayDescarga;Batería;6;14,2;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6897884160;40.4147044000
442118,2000000000;4473180,5600000000;10-07-2006;03  RETIRO;03-05 JERÓNIMOS;ANDRES TORREJON, CALLE, DE;13;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6821597690;40.4072289050
441302,1000000000;4474222,2200000000;07-03-2012;03  RETIRO;03-05 JERÓNIMOS;ANTONIO MAURA, CALLE, DE;1;CargayDescarga;Línea;2;13,66;lab de lunes a viernes de 8 a 14 h y de 16.30 a a19h excepto carga y descarga ;-3.6918732380;40.4165554550
441506,8500000000;4473927,7400000000;10-04-2017;03  RETIRO;03-05 JERÓNIMOS;CASADO DEL ALISAL, CALLE, DE;16;CargayDescarga;Línea;4;11;LABORABLES DE LUNES A VIERNES DE 8 A 16H Y SÁBADOS DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA. EN LÍNEA;-3.6894329530;40.4139172130
442345,2100000000;4473290,4800000000;16-02-2018;03  RETIRO;03-05 JERÓNIMOS;GUTENBERG, CALLE, DE;21;CargayDescarga;Línea;2;12;LABORABLES DE LUNES A VIERNES DE 9:00 A 10:30 Y DE 18:00 A 17:30 H EXCEPTO BUS  ASOCIACIÓN PARKINSON MADRID;-3.6794944840;40.4082343890
441476,5100000000;4474313,2600000000;31-03-2003;03  RETIRO;03-05 JERÓNIMOS;JUAN DE MENA, CALLE, DE;21;CargayDescarga;Línea;3;14;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6898259450;40.4173878480
441508,4000000000;4474374,1700000000;11-11-2004;03  RETIRO;03-05 JERÓNIMOS;MONTALBAN, CALLE, DE;14;CargayDescarga;Línea;3;17,1;lab. de 8 a 14h. y de 16,30 a 19h. excepto: CARGA                 Y DESCARGA (AZUL);-3.6894557570;40.4179384600
441442,1800000000;4474481,9700000000;10-05-2021;03  RETIRO;03-05 JERÓNIMOS;VALENZUELA, CALLE, DE;3;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6902461520;40.4189052690
442858,5800000000;4473188,4000000000;07-03-2007;03  RETIRO;03-06 NIÑO JESÚS;ANTONIO DIAZ-CAÑABATE, CALLE, DE;33;CargayDescarga;Batería;10;25,3;LAB. DE 8 A 14 H. Y DE 16,30 A19 H. EXCEPTO CARGA Y DESCARGA;-3.6734353980;40.4073500860
442927,7800000000;4473164,8300000000;21-01-2020;03  RETIRO;03-06 NIÑO JESÚS;CONDE DE CARTAGENA, CALLE, DEL;41;CargayDescarga;Línea;3;17,9;LAB. DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6726177880;40.4071429040
442683,9700000000;4474125,5000000000;17-01-2001;03  RETIRO;03-06 NIÑO JESÚS;DOCE DE OCTUBRE, CALLE, DEL;20;CargayDescarga;Línea;3;15;LAB.DE 8 A 14 H. Y DE 16,30A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6755775730;40.4157800140
443137,0300000000;4473405,9500000000;07-06-2001;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR ESQUERDO, CALLE, DEL;110;CargayDescarga;Línea;3;16,2;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6701734350;40.4093290820
443172,0400000000;4473882,1300000000;21-06-2018;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR ESQUERDO, CALLE, DEL;70;CargayDescarga;Línea;1;7;LAB. DE 8 A 14:30 H EXCEPTO CARGA Y DESCARGA;-3.6698033620;40.4136218540
443010,4100000000;4474088,2000000000;01-01-1900;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR LAGUNA, PLAZA, DEL;7;CargayDescarga;Línea;3;14,9;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6717267240;40.4154664910
442863,6400000000;4474063,7100000000;30-08-2004;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR LAGUNA, PLAZA, DEL;2;CargayDescarga;Batería;6;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6734543630;40.4152361050
442649,4100000000;4473443,5200000000;11-07-2014;03  RETIRO;03-06 NIÑO JESÚS;REYES MAGOS, CALLE, DE LOS;S/N;CargayDescarga;Línea;4;24;LAB DE 8:00A 17:00 H. EXCEPTO CARGA Y DESCARGA.;-3.6759234680;40.4096343540
442601,5900000000;4473277,4600000000;19-09-2012;03  RETIRO;03-06 NIÑO JESÚS;REYES MAGOS, PLAZA, DE LOS;6;CargayDescarga;Línea;3;15;Lab. de 8 a 14h. y de 16.30 a 19h. Excepto: CARGA Y DESCARGA En línea;-3.6764720170;40.4081346940
442989,8100000000;4473176,3100000000;18-04-2008;03  RETIRO;03-06 NIÑO JESÚS;WALIA, CALLE, DE;2;CargayDescarga;Línea;7;34,5;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6718878390;40.4072502760
442002,5200000000;4474749,0600000000;19-04-2000;04  SALAMANCA;04-01 RECOLETOS;ALCALA, CALLE, DE;97;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6836660750;40.4213505960
441690,8200000000;4474647,7400000000;25-09-2010;04  SALAMANCA;04-01 RECOLETOS;ALCALA, CALLE, DE;73;CargayDescarga;Línea;1;5;EXCEPTO SUBIDA Y BAJADA DE VIAJEROS TIEMPO MAXIMO 15 MINUTOS;-3.6873308280;40.4204156430
441848,6400000000;4475461,8700000000;22-10-2003;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;30;CargayDescarga;Línea;2;11;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6855450910;40.4277608480
441815,4500000000;4475464,3800000000;01-01-1900;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;26;CargayDescarga;Línea;3;17;LAB DE 8 A 14 H Y DE 16:30 A 19 H EXCEPTO CARGA Y DESCARGA;-3.6859364780;40.4277811880
442226,7800000000;4475434,6900000000;26-06-1997;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;62;CargayDescarga;Línea;3;13,3;LAB. DE 8 A 14 H. Y DE  16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6810850150;40.4275426650
441654,5200000000;4475474,8800000000;29-10-2012;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;14;CargayDescarga;Línea;2;8;LABORABLE DE 8 A 14 H EXCEPTO  CARGA Y DESCARGA;-3.6878345150;40.4278645530
442036,8900000000;4475448,1100000000;08-05-2014;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;46;CargayDescarga;Línea;3;17;LABORABLES DE 8 A 17 HEXCEPTO CARGA Y DESCARGA;-3.6833247070;40.4276504960
441528,8500000000;4475467,2000000000;21-08-2007;04  SALAMANCA;04-01 RECOLETOS;CASTELLANA, PASEO, DE LA;12;CargayDescarga;Línea;3;15,7;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6893152100;40.4277867450
